151,I,with more floor space for our luggage
152,we,usually just solved it
153,true Londoner,wouldn’t even be bothered
154,staff,No
155,mirror for hair,No accessible
156,person above,loud when walking
157,another lock,should be added for safely on main floor in single rooms
158,folks,tried to enter my room while I was in there
159,location,Great
160,plumbing sounds,Funny
161,room,rather airless
162,Rooms,well appointed
163,bus lines,also very close
164,rooms,bright
165,hotel,excellently located near Paddington Station and other stations
166,front desk staff,fine
167,rooms,modern
168,front desk staff,not as friendly as they perhaps could have been
169,rooms,very clean
170,hotel,very nicely appointed
171,room,Clean comfortable
172,Staff on check in,a little difficult to understand
173,location,great
174,staff,amazing
175,staff,excellent
176,atmosphere,very relaxing
177,lower ground rooms,very small
178,I,would Prefer tea and coffee in the room
179,location,Excellent
180,location,comfortable
181,location,easy access to Elizabeth Line and Heathrow Airport
182,coffee,good
183,location,great
184,location,great for travelers with food allergies
185,coffee,many
186,shower,very small
187,bathroom,way to small
188,theme,wooden
189,facilities,clean
190,facilities,extra
191,staff,Friendly
192,design,clean
193,reading room,nice
194,design,sleek Scandinavian
195,room,very small
196,Staff,exceptional helpful
197,Staff,kind
198,hotel,excellent
199,shower door,Convenient
200,staff,Friendly
201,quality,Good
202,Bed,No
203,rooms,Very small
204,staff,helpful
205,Bed,too small for 'plus size' couples
206,location,Amazing
207,i,couldn't close the door where I was in the bathroom
208,breakfast,healthy
209,i,tasty
210,room,too small
211,layout,allowing us space to store two suitcases and hang clothes
212,shower pressure and temperature,also great
213,layout,clever
214,room,comfortable
215,room,quite tight
216,rooms,small
217,hotel staff,very helpful in carrying our bags up to the room for us
218,location,clean.
219,reception,Good
220,bed,Great
221,hallways by the rooms,Small
222,bed,a bit too small
223,hotel,clean
224,bathroom,great
225,hotel,very airy
226,room,beautifully decorated
227,room,spotlessly clean
228,Coffee /tea making in room,.
229,air conditioning,easy to use on a very hot night
230,shower,excellent
231,Staff,so best ask for a room that suits that purpose
232,room,suits that purpose
233,room,very clean
234,bed and pillows,very comfortable
235,Staff,very friendly at reception and in the restaurant
236,location,very good
237,menu,very nice
238,location,within 10 minutes walk of 3 Tube stations
239,air conditioning,worked well
240,room handles,Noisy
241,decor,Simple
242,bits in room,Thoughtful
243,water,available.
244,water bottle,reusable
245,Bed size,stylish.
246,we,Cool
247,bed,a little too small for two
248,location,clean
249,location,great
250,interior,nice
251,design,quiet
252,we,would stay again in the hotel
253,facility,Beautifully designed
254,coffee,Free
255,fee,additional
256,my room,located next to one of the doors in the hallway
257,staff,super friendly
258,my room,too small to work from.
259,place,Very nice
260,place,clean
261,place,nice
262,we,extremely quiet
263,seal on the shower door,loose
264,smell from the vent,outside our bedroom window
265,bed,very comfortable
266,we,would rather have had the window open
267,location,Excellent
268,shower hot and cold water mixer,could have been better
269,staff,not so friendly
270,vibe,Cool
271,staff,nice
272,water,Filtered
273,WiFi,good
274,Windows,hard
275,Windows,open
276,Windows,small
277,Everything,well designed to fit into this space
278,staff,incredible
279,gym facilities,needed more options
280,bed,absolutely comfortable
281,Staff,always nice
282,rooms,always nice and attentive to our needs
283,Staff,attentive to our needs
284,rooms,comfortable
285,We,could manage
286,We,could sleep very well
287,We,did not include breakfast in our reservation
288,hotel,full at the moment
289,location,good
290,rooms,have all the necessary
291,room,isolated
292,rooms,nice
293,rooms,"only 3 blocks away from Paddington station, one of the main stations in London, and near of other bus and underground routes"
294,We,only once took it in the hotel
295,number of people,should be taken into consideration when assigning the rooms
296,rooms,too small for two people
297,more hangers for towels,should be nice in the bathroom
298,slippers,No
299,bed,Very clean
300,bed,comfortable
301,surface,efficient
302,average in London,even smaller
303,safety box,functional
304,air,good
305,furniture,nicely built
306,hotel/room,particulary cosy
307,surface,small
308,towels,were changed every day
309,rooms,dark
310,stairs,many
311,stairs,passing from lift to our room
312,bottle glass,sustainably
313,toilet amenity,use my favourite brand
314,Rooms,as expected
315,Rooms,excellent.
316,fridge in the room,no
317,my room,cleaned everyday
318,room,comfortable
319,Location,convenient
320,I,could easily leave my luggage there when I arrived early before check-in and after check-out
321,I,definitely return if I was in London
322,Location,great
323,Breakfast,rather expensive
324,staff,really friendly
325,location,great
326,we,had hoped they could do something a bit special for us but they didn’t
327,staff,helpful
328,towel hooks in the bathroom,no
329,shower gels/soaps,sickly smelling
330,staff,very friendly
331,shower gels/soaps,very strong
332,feeling,Sustainable
333,room,lovely
334,We,miss a toilet brush
335,breakfast,Outstanding
336,atmosphere,calm
337,coffee,fresh
338,toiletries,great
339,library,lovely
340,rooms,small
341,rooms,well designed
342,Room,a little small
343,Room,good
344,Reception team,helpful
345,Room,"near Paddington Station, food options and the London Parks"
346,Room,very clean
347,Reception team,very professional
348,room,rather small
349,hospital,5 minutes away
350,service,appalling
351,we,booked the hotel
352,we,chose it for that reason
353,Breakfast,chose it for that reason.
354,we,did complain
355,we,did not face any travel disruptions
356,Partner,due to go into St. Mary's Hospital for an operation
357,food,good
358,we,had a relaxing night the day before the operation
359,we,had to wait for our cereal choice
360,we,paid no service
361,air conditioning,perfect
362,It,very much spoilt our impression of our stay
363,venue,very pleasant
364,healthy options,Great
365,staff,Really wonderful
366,Navigating the hotel,bit confusing at first
367,rooms,comfortable
368,air-conditioning in the room,very welcome
369,location Wi-Fi,clean.
370,room,small
371,rooms,no
372,location,Great
373,bathroom,Small
374,location,close to Paddington station and Hyde Park
375,Water pressure in shower,could have been better
376,beds,designed well with storage options
377,Breakfast options,exceptional
378,menu options,healthy
379,restaurant,quiet
380,restaurant,soothing to my nervous system
381,beds,very comfortable
382,location,Good
383,shower and air con,also powerful
384,staff,changed a lot
385,first guy we experienced,didnt make eye contac
386,location,don't think I could have stayed more than one night in a room so small
387,location,easy to get to Paddington or Edgware Station
388,toiletries,excellent
389,We,loved the eco friendly nature
390,We,mainly friendly and accompdating
391,Hotel,nicely decorated
392,price,pretty good
393,room,small
394,pillows,rock hard
395,bed,t the comfiest
396,I,"""upgraded"" to a double bedroom"
397,I,Not really sure why i was denied breakfast.
398,bathroom,disabled
399,location of the Hotel,excellent
400,shower,had no curtains
401,location,Excellent
402,beds,super comfy
403,our bedroom,very small
404,location,very small.
405,coffee and tea,available
406,room,disabled
407,location,fruitamazing
408,reception,Friendly
409,reception,helpful
410,reception,kindly moved us to another room
411,reception,no
412,Lupo in restaurant,particularly lovely
413,bed,Lovely
414,bed,clean
415,bed,fy
416,toilet/shower,small
417,products,sustainable
418,english breakfast tea,no
419,hotel,very nicely finished
420,location,Clean
421,Tea and coffee making facilities,absent
422,location,available
423,location,good
424,location,Great
425,hotel,clean
426,Bed,small
427,hotel,stylish
428,rooms,Comfortable
429,staff,Friendly
430,decor,Great
431,rooms,No where to hang towels in the bathroom
432,rooms,Modern
433,rooms,comfortable
434,location,great
435,location,Clean
436,location,great
437,staff,very helpful
438,Room,very small for double
439,bed,Nice
440,check in,Quick
441,rooms,clean
442,bed,comfy
443,furnishings,minimalist
444,hotel,Beautiful
445,Room,a little on the smaller side
446,first destination,perfect
447,staff,very friendly
448,rooms,a little small
449,rooms,very hot
450,rooms,beautiful
451,sauna daily,bliss
452,rooms such as the library,great
453,rooms,quiet
454,rooms,tiny tiny
455,rooms,tranquil
456,location,Great
457,decor,Nice
458,furniture,Nice modern
459,hotel,a bit of a rabbit-warren of small passages
460,hotel,appears to be made from a number of houses knocked into one
461,staff,incompetent
462,location,nice
463,sink in the disable access room,a bit low
464,Room,clean
465,Room,comparatively smaller than others
466,couple of the receptionists,just sitting there not helping
467,couple of the receptionists,pretty unhelpful
468,sink in the disable access room,too small
469,room,furnished with nice touches
470,staff,incredibly helpful
471,bed,super comfortable
472,Breakfast,unavailable on second day
473,Bathroom,very small
474,location,Great
475,room,Very comfortable
476,window,clean
477,location,comfy
478,window,no
479,location,slightly small
480,kettle in the reception area,always full
481,hotel,appears to be conscious of environmental and wellness issues
482,tea/coffee making facilities,bizarre
483,room,clean
484,room,comfortable
485,use of disposable cups,does not feel terribly environmentally friendly
486,hotel,in a good location
487,room,much preferred
488,facilities,clean
489,bed,fine
490,facilities,good
491,furniture,new
492,bed,not too comfortable
493,facilities,quite
494,facilities,sustainable
495,air con,good
496,recommendations,great
497,bathroom products,lovely
498,hotel,small
499,staff,Great
500,My room,did not have a view to outside.
501,window,frosted
502,male brunette server,bringing out the food and leaving it on the counter whilst he continued something else
503,receptionists,efficient
504,selection,extremely small
505,I,have been trying to convert my dad into being vegan
506,I,lovely
507,I,polite
508,selection,slow and annoying
509,food,wasn't warm
510,lighting in the room,could be better with a plug nearer the mirror
511,we,didnt have a window which opened to the street
512,rooms,fairly small
513,staff,friendly
514,our room,heard every noise and door slamming
515,atmosphere,lovely calm
516,we,polite
517,aircon,sometimes very loud
518,staff,welcoming
519,Location,great
520,Size of room,rather small
521,fridge,No
522,We,Great
523,We,clean
524,We,cozy
525,We,especially loved the library
526,We,nice
527,bed,really comfortable
528,staff,very helpful
529,tea&amp;coffee station at the reception,very useful
530,nothing,all good
531,initiatives on sustainability,great
532,bed,really comfy
533,bed,super clean
534,shower,Brand new
535,we,amazing
536,we,attending the hyde park concerts
537,window,glazed with no outlook
538,it,one of best I've stayed in for cleanliness
539,toiletries,smelt lovely
540,room,tiny
541,beds,Very clean
542,beds,comfortable
543,breakfast,complimentary
544,We,extended
545,upgraded room,great
546,room,larger
547,room,small
548,We,very delayed
549,We,very understanding &amp; kept in touch
550,beds,with lots of luggage
551,location,Great
552,We,Super
553,We,didn’t really accommodate children
554,She,had fruit and toast
555,We,had our 8yr old daughter with us
556,accommodation,perfect for a family of three.
557,My room,also extremely loud at it faced the hallway/foyer
558,My room,comfortable
559,noise of people,coming and going even throughout the night
560,noise of people,constant
561,facilities,great
562,equipments and spaces,good
563,air conditioning system,little bit old
564,staffs,nice
565,hotel,lovely
566,location,Great
567,location,Only a few minutes stroll from Hyde Park and Paddington station
568,place,Quite a small
569,checkin,easy
570,staff,friendly
571,person at reception,in a fairly timely manner
572,room,nicely appointed
573,location,clean
574,location,comfy
575,location,easy access to Heathrow.
576,beds,fy
577,beds,nice
578,they,Good
579,food in the restaurant,Great
580,rooms,Really cute
581,they,So cool
582,they,amazing
583,medication pod ipod,did not work properly
584,sauna,infrared
585,library,lovely to chill and work
586,I,made sure I had real windows
587,gym,small
588,website,allowed
589,front desk,don’t know/it costs 50gbp
590,infrared sauna,great
591,website,make you walk into the lobby to get them to open it
592,alternative milk,no
593,website,no longer
594,website,speaks of a sleep box
595,place,much smaller than the photos make it look
596,room,amazing
597,room,helped me move to a room with a window
598,room,without a window
599,staff,a little rude
600,Waitress at breakfast,also great
601,staff,amazing
602,staff,not welcoming
603,staff,very friendly
604,hotel,Absolutely beautiful
605,staff,also incredibly friendly and helpful
606,One staff member,even playfully entertained my friend's toddler during check-in.
607,design,gorgeous
608,it,not as convenient when in a rush with bags
609,design,relaxing
610,Everything,clean
611,elevator,no
612,room size,pretty small
613,breakfast,really good
614,They,do their best to make the list out of small spaces
615,everything,new
616,rooms,seriously tiny
617,decor,very cute
618,room,too small
619,all the windows,can’t be closed
620,room,clean
621,They,locate each floor a drinking water supply machine which is nice
622,"noises from ceiling like crazy, footsteps, laughing, suitcase and furniture",moving
623,They,nice to help solving problem
624,temperature of shower water,not steady
625,size of the room,not that good
626,noise from the street,surprisingly loud and clear
627,room,tidy
628,location,also a good place to relax and switch off with yoga and meditation
629,location,also take a nice walk to most of the shopping areas in London
630,location,considered large for Central London
631,vegetarian breakfast,really delicious
632,towels,amazing Clean
633,I,appreciate staff have to work
634,staff,friendly
635,staff,immaculate
636,staff,talking and banging around
637,neighbourhood,Quiet
638,library space,comfortable
639,I,delicious
640,room,has been kept always tidy for three nights of stay
641,I,nicely presented
642,service,quite slow
643,I,recommend this hotel without hesitation
644,library space,spacious
645,service,very convenient.
646,service,very friendly and helpful
647,heated floors in the bathroom,also a very nice treat
648,location,can’t be beat
649,location,close to Paddington station and great neighborhoods
650,bedding,extremely comfortable
651,hotel,proximity to Hyde Park and Paddington Station
652,room,super convenient
653,Everyone,attentive.
654,room,doesn’t have a place for you to hang your towel
655,Everyone,very polite
656,staff,attentive without being too much
657,decor,very appealing
658,decor,very comfortable
659,staff,Friendly
660,location,Good
661,staff,friendly
662,Bathroom,tiny
663,staff,very clean
664,design of property,Excellent
665,water,Free
666,water pressure,Great
667,size for 1 person5. Elevator in hotel,Perfect
668,ping noise,didn't begin until 8:30am.3.
669,you,don’t need a key to enter building nor elevator
670,walls,paper thin
671,Everything,small
672,comments about noise,true
673,kettle in the room,No
674,decor,beautiful
675,shower,broken
676,shower,burned me
677,location,comfortable
678,services,excellent
679,staff,exceptionally clean
680,doors from other rooms,extremely loud
681,water,filtered
682,location,great
683,staff,helpful
684,services,ideal for underground and paddington train station
685,they,rapidly fixed this issue
686,room,Superb
687,room,a little on the small size
688,room,comfortable
689,bathroom,quality
690,room,very clean
691,bathroom,also quite small
692,location,good for me
693,I,missed being able to make a hot drink in my own room
694,coffee station,on the ground floor
695,I,only used the room and none of the other facilities
696,staff,pleasant
697,staff,very helpful
698,room,very small
699,room,well equipped
700,amenities,limited
701,atmosphere,lovely
702,twin room,a little small to share with a friend
703,location,clean
704,eco-credentials,good
705,location,great
706,air condition,noisy
707,bathroom,small
708,sustainability concept,Great
709,staff,Very nice
710,walls,a bit thin
711,location,extremely helpful.Good
712,sustainability concept,well thought-through
713,location,Great
714,location,excellent
715,location,restful
716,boutique hotel,Tiny
717,rooms,a tribute to architectural design
718,rooms,eager to help
719,rooms,excessively well-designed
720,staff,very much on call
721,staff,Super friendly
722,location,excellent
723,I,modern decorated
724,I,only a 5-6 min walk from the main Paddington train station
725,it,quite a typical size for hotel rooms in London for this type of hotel
726,I,quite fancy
727,My room,quite small
728,staff,super friendly
729,it,very good option for Paddington
730,wifi,works perfectly
731,duvet,made it so hotnoise from roadno tea in the room
732,duvet,thick
733,room,a bit small
734,we,beautiful
735,staff,beyond helpful
736,hotel,clean
737,we,forgot to ask one time
738,staff,kind
739,hotel,located 5 min walk from Paddington station
740,room,still comfortable
741,ambulance,Cosy
742,bed,Super comfy
743,location,great
744,shower/bath,amazing
745,beds,comfy
746,water,free
747,staff,friendly
748,light over the bathroom mirror,hard to see when using mirror
749,staff,quiet
750,light over the bathroom mirror,super dim
751,rooms,expensive
752,Yeowtown connected to the hotel,poor
753,rooms,powerful modern
754,rooms,very clean
755,rooms,very dry
756,room,small
757,tea in the room,No
758,I,definitely book yoga
759,staff,friendly
760,facilities,great
761,decor,lovely
762,I,need a cup of tea in the morning
763,atmosphere,Relaxing
764,bed,comfortable
765,staff,friendly
766,water pressure,good
767,decor,stylish
768,bed,very clean
769,rooms,Not very spacious
770,location,nice
771,hotel,Very clean
772,breakfast,excellent
773,staff,great
774,Air condition,just above the bed
775,staff,accomodating
776,fridge or tea/coffee facilities in the room,no
777,staff,very friendly
778,location,Fantastic
779,atmosphere,Lovely
780,eggs and toast,cold
781,bed,comfortable
782,breakfast,disappointing
783,rooms,spotless
784,Staff,very friendly
785,they,"also created some go to sleep ritual including pillow spray, stretching exercise and silk sleep mask"
786,they,exaggerated
787,location,good
788,pillows,hard
789,they,modern
790,communal areas,nice
791,decor,stylish
792,breakfast waiter,awesome
793,bed,comfy
794,living areas,lovely
795,staff,not very friendly
796,breakfast waiter,outstanding
797,area,super noisy
798,hotel,clean
799,hotel,compact
800,restaurant,had no bar/alcohol service
801,I,quite dissapointing
802,I,should have read a bit more about the hotel before booking
803,hotel,well organised
804,touches,thoughtful
805,bed,Really comfy
806,rooms,comfortable
807,sizeStaff,friendly
808,sizeStaff,helpful
809,rooms,immaculately cleanCheck
810,rooms,incredibly warm
811,rooms,quite thin
812,rooms,so a bit noisy at times
813,tea/coffee service in the room,No
814,pillows,Very hard
815,location,always welcoming and ready to talk
816,location,in a stunning area
817,location,so quiet
818,location,5 minutes from Paddington station
819,decor,Attractive
820,room,Comfortable
821,location,Great
822,location,Quite expensive
823,Staff,friendly
824,decor,minimalistic
825,facilities,no
826,Toiletries and hairdryer,provided
827,Staff,seemed efficient
828,room,very small
829,hotel,Convenient for Paddington.
830,hotel,Very nice
831,winter comforter,heavy
832,most of the infrastructure,nice
833,winter comforter,overkill
834,wifi,Good
835,tea or coffee making facilities in the room,No
836,price,Reasonable
837,room,clean
838,room,cleaned well every day
839,location,cleaned well every day.
840,location,great
841,rooms,lovely
842,rooms,small.
843,staff,wonderful.
844,staff,friendly
845,road,very noisy
846,kettle in bedroom,no
847,location,perfect
848,professionalism,constant
849,staffs,exceptional
850,we,wonderful
851,installedshower drainage,blockedsoap and bottle description seem to not match
852,stablesanitary,broken or wrong
853,tea,free
854,staff,friendly
855,coffee,restaurantbreakfast
856,coffee,seem to not match
857,water temperature,wasn’t
858,location,Excellent
859,information,Good
860,location,Great
861,price,Reasonable
862,information,about the locality.
863,place,clean
864,place,contemporary
865,location,fantastic
866,Staff,great
867,room,have natural light from a window
868,Staff,ideal for lovely walks
869,My room,in the basement and under the reception area
870,place,modern
871,bathroom,reasonable
872,location,so close to Hyde park
873,room,spotless
874,room,very comfy
875,zen design,amazing
876,approach to sustainability,great
877,cosmetics,superb
878,We,adjust the system
879,We,always hot.
880,hotel,even has the ability to track each rooms electricity and water usage
881,location,excellent
882,A/C system,so strongly structured around energy savings
883,We,woke up about 4 times in the middle of the night to keep adjusting the temp setting
884,staff,A little noisy with traffic depending on which side of the hotel your room was situated
885,room,great
886,We,were able to check-in earlier than planned
887,staff,Very friendly
888,hotel,also has ample space to hang out
889,place,amazing
890,staff,helpful
891,sauna,nice to have
892,place,tiny
893,library and lounge,very nice
894,price of my stay,very reasonable
895,place,very well equipped
896,room,well organised
897,public areas,better than our room
898,It,clean
899,overall interior design of the hotel,great
900,bathroom,had a tiny sink
901,shower,perfect for wheelchair access
902,seat,wasn't a pleasure to use
903,bed,comfortable
904,ac,didn’t really work
905,bed,got a bit hot and stuffy
906,location,great
907,amenities,amazing
908,bed,comfy
909,fizzy,free
910,toiletries,nice
911,water dispensers,still
912,staff,friendly
913,netflix/internet on tv,no
914,out,Beautifully done
915,Breakfast,a little expensive
916,out,clean
917,out,comfortable
918,out,fresh
919,rooms,very clean
920,staff,Friendly helpful
921,value for money,Great
922,air con,didn’t really do anything even when on lowest
923,rooms,great
924,size,nice
925,rooms,nice size.
926,temperature in the room,too hot
927,cussions,hard as a rock
928,windows,in a horrible condition
929,floor,loud
930,I,now catched a cold
931,bed,okay
932,I,small
933,room,tiny.
934,I,told there was no other option
935,I,very high up
936,location,excellent
937,sauna,good
938,beds,very comfy
939,most staff,very helpful
940,day staff,very helpful in moving us
941,decor,very nice style
942,Room size,could be a bit more
943,check-in and check-out,fast
944,chair,no
945,staff,pleasant
946,desk space,small
947,walking distance from Paddington,made it very easy to go everywhere
948,it,so bring ear plugs
949,staff,friendly
950,staff,helpful
951,staff,nicely furnished
952,Room,no hooks
953,staff,very clean
954,Room,"very little hanging space for coats, clothes and towels"
955,Room,very small
956,room,a little too small
957,place,clean
958,place,environmental friendly
959,place,modern
960,I,Nice
961,breakfasts,sound delicious
962,I,stylish
963,breakfast,very simple
964,I,would have loved a kettle in my room so that I didn't have to keep going to reception
965,facilities,tiny
966,Bathroom,a bit cold
967,Room,a little bit noisy
968,Room,clean.
969,Room,comfortable
970,Our friends,not informed
971,Position,perfect for reaching Paddington in 5 min walk
972,staff,Friendly
973,location,excellent
974,Everything,great
975,hotel,very clean
976,staff,needed a proper
977,staff,very welcoming
978,location,recently upgraded
979,rooms,small
980,lobby,a little crowded during our stay
981,We,about the service
982,We,definitely would use their services again
983,I,do not have any complaints
984,design,great for us and the little puppy
985,We,have been sharing our experiences with friends
986,service,no
987,staff,very helpful in showing us things around the area that was pet friendly.
988,I,wished for is for a little more space to work from the room if i had to
989,rooms,clean
990,location,great
991,rooms,modern
992,style of the hotel,eco
993,location,great
994,location,"near  Hyde Park, Kensington Gardens and Paddington Basin."
995,city maps,no
996,hotel,Well-being oriented
997,design,beautiful
998,breakfast,delicious
999,breakfast,healthy
1000,beds,a little small for them
1001,we,defo go back.
1002,we,got everything in
1003,we,had booked
1004,room,how compact
1005,hotel rooms,much bigger
1006,we,often dont have this
1007,men,very tall
1008,bedroom,chilly
1009,location,Convenient
1010,bed,comfiest
1011,room,had no view from the window
1012,room,very cramped
1013,One thing,could be improved
1014,everything,great
1015,location,No
1016,location,Very convenient
1017,Pillows,also very hard
1018,towels,good
1019,Staff,left to climb 4 staircases and wander around
1020,bedding,nice
1021,Staff,not overly friendly
1022,Staff,quite abrupt in conversation
1023,Mattress,very comfortable
1024,area,with regards to proximity of public transport
1025,Breakfast,not included
1026,portions,tiny for price paid
1027,It,absolutely beautiful
1028,toiletries,divine
1029,system,down
1030,room,great
1031,bed,super comfy
1032,hotel,Very comfortable
1033,hotel,homely
1034,Coffee and tea facilities,only available downstairs
1035,decor,smart
1036,property,Lovely
1037,pillows,a tad hard for me
1038,everything,eco-friendly
1039,room,really fresh
1040,bed,Excellent
1041,restaurant area,Light
1042,bed,Very comfortable
1043,restaurant area,airy
1044,price,good
1045,food options,healthy
1046,Bedroom,rather cramped.
1047,location,Great
1048,decor,Lovely
1049,location,a little small
1050,rooms,comfy
1051,decor,modern
1052,food/drinks at the hotel restaurant,very expensive
1053,customer service,Great
1054,We,Perfect
1055,surroundings,Very peaceful
1056,We,enjoyed the gym and the sauna and the available water
1057,water,seeped onto the bathroom floor (even with the door closed).
1058,Room,small
1059,We,Lovely
1060,We,Very friendly service
1061,We,cozy
1062,We,didn't get the opportunity to use the recreational areas
1063,We,enjoyed reading the welcome folder
1064,decor,great
1065,downstairs areas and wall hangings,lovely
1066,We,only stayed one night but they looked very inviting
1067,We,perfect
1068,toiletries,smell divine
1069,We,took a breakfast recommendation from the list given
1070,overall feel,very different from the usual hotels we stay in
1071,We,welcoming
1072,it,amused my partner
1073,one the pictures in our room,didn't fit the frame properly
1074,We,truly excellent
1075,Reusable ceramic mugs,would be a better option
1076,lids,would be a better option.
1077,drinks in the room,would have been lovely
1078,narrator,could have been better
1079,My partner,did watch the meditation channel for a bit
1080,I,quite loud
1081,I,started on it's own at 1:15am.
1082,neighbour,tried to lock their room
1083,road,wasn't busy at all
1084,we,really enjoyed our stay.
1085,things,very minor
1086,breakfast,Excellent
1087,location,Fantastic
1088,hotel,Warm
1089,location,comfortable
1090,walk from Paddington station,convenient for Heathrow express.
1091,walk from Paddington station,easy
1092,Rooms,small.
1093,room,well appointed
1094,staff,Friendly
1095,use of space,good
1096,overall style,usually seen at at a much higher price point
1097,Location,Perfect
1098,room,Lovely
1099,"meditation ""pod"" chair",comfy
1100,books,excellent
1101,bed,excellently comfy
1102,My room,had a sash window
1103,place,lovely
1104,My room,quiet
1105,idea,really lovely
1106,place,very cosy warm
1107,young staff,very helpful
1108,kettle with tea and milk facilities,would have been nice for my room
1109,location,Clean
1110,rooms,Small
1111,location,good
1112,rooms,with no natural light
1113,staff,Attentive
1114,location,Good
1115,decor,Relaxing interior
1116,staff,friendly
1117,Rooms,nicely furnished with dressing robes provided
1118,We,really enjoyed our stay
1119,Rooms,really nice concept
1120,beds,very comfortable
1121,Room,OK
1122,Room,Really comfortable
1123,Room,clean
1124,Room temperature,didn't overheat at night
1125,shower,excellent
1126,Room temperature,fully controllable
1127,Room,small
1128,Room,would have been good to have some desk space to sit my laptop on
1129,Service,a joke.
1130,room,Gorgeous
1131,beds,extremely comfortable
1132,room,fresh
1133,facilities,lovely
1134,We,really liked the focus on wellbeing
1135,We,would have loved some tea/coffee making facilities in our room or even in the corridor to be shared with other guests on the same floor
1136,breakfast,excellent
1137,water pressure of the shower,just about adequate
1138,bed,nicely appointed
1139,room,on the small side
1140,staff in the restaurant,particularly nice
1141,bed,very comfortable
1142,facilities,clean
1143,facilities,friendly modern
1144,hotel,Very stylish
1145,value,Great
1146,hotel,Very beautifully decorated
1147,art,beautiful
1148,Location,"close to Marylebone, Hyde Park and Notting Hill"
1149,Location,great
1150,library and breakfast area,lovely
1151,staff,super friendly and accommodating
1152,public spaces,very comfortable
1153,room,very recommendable
1154,Sauna,amazing
1155,location,great
1156,I,a bit startled
1157,alarms,angrily said the bathroom door cannot be open even a little because it sets the fire alarms off
