score,title,likereview,dislikereview,country,rometype,intimelong,people,inrometime,reviewtime,help_vote,unhelp_vote
9.0,A great hotel in an excellent location!,"The location is excellent and lively! All the main streets are within walking distance, and the subway and bus stops are too. The rooms were nice and spacious, fitted with all the necessary amenities. The staff were friendly and professional. A special thank you to Donia and Mina for making our stay more comfortable and accommodating.",,Kuwait,Junior Suite,7 nights ·,Solo traveller,September 2022,24 September 2022,,
9.0,Night out at the theatre,"Really nice hotel, staff were friendly and room was stunning.",The only minor issue was we had some lovely mood lights above our bed but a good number of lights werent working.  Made us laugh though as we named a few unknown constellations..the giant pizza..the shower head.,United Kingdom,Premier Double Room,1 night ·,Couple,September 2022,23 September 2022,,
8.0,Very good,this is my home away for more than 14 yearsalthough the staff has always been the best I've ever encountered this time doiha at the front desk exceeded all my expectation on the level of service and care,doiha at the front desk did her best to fine me a room with a bath as requested by my but unfortunately the maintenance couldn't find a (in the 3 days 2 nights i was there) bath stopper so i couldn't take a bathalso the cleaning of the room was not at the level i amused to in this hotel,Kuwait,Premier Double Room,2 nights ·,Solo traveller,September 2022,23 September 2022,,
8.0,Lovely hotel in a great location.,"Good location. Short walk from Piccadilly Circus and close to theatres. Breakfast was excellent with lots of choice. The staff were so friendly and helpful, particularly the reception staff who were welcoming.","Our room was lovely on the third floor. It was comfortable, clean and spacious. Only downside was the noise from outside - late night traffic etc - to be expected given the location.",United Kingdom,Premier Double Room,1 night ·,Group,September 2022,22 September 2022,,
7.0,Good,,noisy outside at early morning,United Kingdom,Premier Twin Room,1 night ·,Group,September 2022,22 September 2022,,
9.0,Superb,Location Room comfortable Staff nothing too much trouble for them. Always very helpful.,No bar or restaurant available other than breakfast.,United Kingdom,Premier Double Room,3 nights ·,Couple,September 2022,22 September 2022,,
9.0,2 day visit,Spa ious rooms.well appointed great location,No spa,United Kingdom,Premier Twin Room,1 night ·,Group,September 2022,21 September 2022,,
8.0,Very good,It was a well presented room and hotel. The staff were very nice and helpf,Our toilet was alittle broken… sometimes it would keep running. The air on vent was very condensated with water drips all over it.,United Kingdom,Premier Twin Room,1 night ·,Group,August 2022,21 September 2022,,
8.0,Great for a night in the middle of London,The staff were excellent with our stay and couldn’t be more helpful. Breakfast was very good,Standard rooms are a little on the small side.,United States,Premier Double Room,1 night ·,Couple,September 2022,16 September 2022,,
7.0,ok,"Good location for the theatres, room looked clean.","Bathroom rather small, no room around the wash basin. Staff didn't deliver all our bags to our rooms even after a reminding phone call, I had to go down to reception and insist they produce them.The mattress topper was rather grubby looking.",United Kingdom,Premier Double Room,1 night ·,Solo traveller,September 2022,15 September 2022,,
8.0,Great location good breakfast some things a little bit tired,Breakfast was good location excellent for seeing a show,The shower in our room was a little bit tired,United Kingdom,Economy Double Room,1 night ·,Couple,September 2022,15 September 2022,,
9.0,location and staff,location was great for what was required and friendly staff,,United Kingdom,Premier Double Room,1 night ·,Couple,September 2022,12 September 2022,,
9.0,amazing staff and in a fantastic location,so central for the theatre and China town :),n/a,United Kingdom,Premier Twin Room,1 night ·,Group,September 2022,12 September 2022,,
8.0,"Fabulous location, very kind and super helpful staff but rooms needs some refurbishment.",the excellent staff,dirty old curtains in the room!!!,United Arab Emirates,Premier Twin Room,1 night ·,Group,September 2022,10 September 2022,,
8.0,Very good,We were well looked after and the hotel location was perfect for our theatre trip,,United Kingdom,Premier Double Room,1 night ·,Couple,September 2022,10 September 2022,,
7.0,Good,"The rooms are very spacious (other than the compact room we had on first night, the bed is more like a large single than a double and the room is very small, so is the bathroom). We stayed in the club double for our two remaining nights and the room was lovely, the blackout curtains are amazing, the room stays really dark until you open them. Aircon was lovely. The rooms are bright and the decor is nice. Location is amazing and staff were very friendly and accommodating. I would stay here again.","There was a problem with our room so we were originally told we had to move to their other hotel. I was not contacted at all to discuss this beforehand despite arriving at 8:30pm. We were then given a compact room (which really was tiny, bed wasn’t comfortable and I felt very closed in, we were then offered an upgraded room on our next two nights which was wonderful. I was also give a 20% refund and a complimentary bottle of bubbly for the inconvenience. I feel that the staff were very apologetic and really wanted to ensure our stay was the best it could be. We had a wonderful stay. It just would have been nice to have been notified before arrival as we were very tired.",United Kingdom,Premier Double Room,3 nights ·,Couple,September 2022,10 September 2022,,
8.0,Very good,Great location,Breakfast area small,United Kingdom,Premier Double Room,2 nights ·,Couple,September 2022,9 September 2022,1,
9.0,Superb,The hotel and reception staff were expanding very helpful,,United Kingdom,Premier Double Room,3 nights ·,Couple,September 2022,5 September 2022,,
7.0,a stay on the busiest and noisiest west end area.,right across Chinatown and most west end shows.,the pictures look away better than the actual room. much smaller room than we expect. very noisy at night from the outside surroundings.,Hong Kong (China),Premier Double Room,2 nights ·,Family,August 2022,4 September 2022,,
9.0,Superb,Lovely room,Nothing,United States,Junior Suite,1 night ·,Family,August 2022,4 September 2022,,
9.0,Excellent location to attend theatre shows and visit sights in central London.,"Excellent central location for theatre district - just a short walk to the shows we’d booked to see (The Cursed Child and The Mousetrap). Not far from tube stations to visit other sights in London. It was our 20th wedding anniversary and upon arrival we found wine, chocolate covered strawberries and petals on the bed, along with a card from the staff - this was a lovely touch and much appreciated. Breakfast, which was included on our booking, was lovely and there was a very good selection of items available - both hot and cold. We were seated straight on both mornings of our stay.","Our room was on the first floor and directly above a souvenir shop that played very loud music, which could be heard in the room until at least 11.30pm. We stayed mid-week so I don’t know if the shop stays open longer on a weekend! If you want to have an early night ask to not be put in this room.It was annoying but luckily didn’t ruin our stay!",United Kingdom,Premier Double Room,2 nights ·,Couple,July 2022,4 September 2022,,
9.0,Good quality hotel in the heart of theatre land,"The stay was part of my husband’s birthday treat and the staff went above and beyond to provide us with a lovely room, cake and bubbles to help celebrate. Given we were on Shaftesbury Avenue, the room itself was very quiet during the night and the bed was super comfy.","We had a flickering light in the room, but not an issue as the room was well lit from a variety of different light sources.",United Kingdom,Premier Double Room,1 night ·,Couple,September 2022,3 September 2022,,
9.0,Superb,"Guest Services team were very kind and accommodating! Room was very comfortable, and bathroom was quite nice!",,United States,Premier Twin Room,1 night ·,Group,September 2022,2 September 2022,,
8.0,Nice location but not worth the money,Location Breakfast,Previous guests shorts left in bathroomAsked for fan and was asked if the air con was on,United Kingdom,Premier Double Room,1 night ·,Couple,August 2022,30 August 2022,,
8.0,"we had an enjoyable stay ,our room was upgraded when we got there and room was enormous,the maid came to see if we was c","central location for sightseeing,shops and theatrescomfortable beds and lovely breakfast,would stay there  again",breakfast room very small and no bar,United Kingdom,Premier Double Room,1 night ·,Family,August 2022,30 August 2022,,
9.0,excellent hotel in perfect location. Rooms were immaculate and staff were friendly. would recommend,property was well located and rooms were excellent,Rooms and location,United Kingdom,Premier Double Room,1 night ·,Couple,August 2022,29 August 2022,,
7.0,Good,Location was great,Very expensive for our small rooms and could be cleaner,United Kingdom,Premier Single Room,1 night ·,Family,August 2022,29 August 2022,,
8.0,nice,excellent location,it’s not a 5 star as it says on here and other places,United Kingdom,Junior Suite,3 nights ·,Family,August 2022,29 August 2022,,
7.0,Okay stay…,"The best thing about the property is it’s location. So close to Soho, Piccadilly Circus, Leicester Sq etc…The rooms were clean and the staff very friendly and professional.",The gym was closed. The air con didn’t work.One of the rooms we stayed in was TINY.Bed is only a double.,Australia,Premier Double Room,1 night ·,Couple,August 2022,28 August 2022,,
8.0,"Great location, polite and helpful staff",Location spot on,All good,United Kingdom,Premier Double Room,2 nights ·,Couple,August 2022,28 August 2022,,
7.0,Good,Beds are very comfortable,Didnt think it was worth the money for one nightSmall roomsBreakfast wasnt great,United Kingdom,Premier Double Room,1 night ·,Couple,August 2022,28 August 2022,,
9.0,Close proximity to shows and central London. Tourists dream.,The location was very good.The staff were friendly and helpful.Breakfast was relaxed and sufficient,,Australia,Premier Double Room,2 nights ·,Couple,August 2022,28 August 2022,1,
8.0,we had an enjoyable stay in London,"The location is very central,had a very comfortable bed and lovely breakfast",The shower was stone cold !,United Kingdom,Junior Suite,1 night ·,Family,August 2022,27 August 2022,,
7.0,Good,Breakfast was great. Location was perfect.,,United Kingdom,Premier Double Room,1 night ·,Couple,August 2022,27 August 2022,,
7.0,really enjoyed would use again and recommend but stipulate which rooms . fortunately we  were moved,"all of it , rooms a bit small and breakfast room a bit cramped . Staff fabulous",breakfast and breakfast room,United Kingdom,Premier Twin Room,1 night ·,Family,July 2022,25 August 2022,,
9.0,Excellent t hotel,Quality accommodation.,Brown curtains in room,United Kingdom,Junior Suite,1 night ·,Family,August 2022,24 August 2022,,
8.0,"great location to restaurants, activities and comfortable stay","I enjoyed the proximity to many of London’s destinations. Very walkable to Soho, Chinatown, Leicester Square, high street, and Covent Gardens.","While centrally located, the noise from neighboring Soho bars/restaurants was present. We were located on the first floor and could hear activity throughout most of the night.",United States,Premier Twin Room,3 nights ·,Group,August 2022,23 August 2022,,
8.0,"Very enjoyable, suited our requirements",Staff very friendly and always helpful,Disappointed that we were not notified that there was no spa during our stay,United Kingdom,Premier Twin Room,2 nights ·,Family,July 2022,23 August 2022,,
9.0,Great Location London Hotel.,This hotel is a great location for the London theatres. The staff are helpful and friendly. We were celebrating our golden wedding anniversary and they made a special effort to decorate our room. We will stay at this hotel next time we go to London. The breakfast was very good.,Nothing all good for us.,United Kingdom,Club Double Room,2 nights ·,Couple,August 2022,22 August 2022,,
7.0,Good,nice hotel and good location for the theatre we went to,air conditioning wasn’t working on one of the hottest day’s this year,United Kingdom,Premier Double Room,1 night ·,Group,August 2022,22 August 2022,,
7.0,staff were excellent and extremely helpful….,location was fantastic.,the beds were uncomfortable,United Kingdom,Premier Double Room,2 nights ·,Couple,August 2022,22 August 2022,,
8.0,"Lovely short break,but expensive!!","Excellent location for west end theatres.Lovely clean room,with fruit,bottled water,toiletries as",Very small restaurant for breakfast. I asked in advance for fruit platter and a cake for my partner’s 50th but never got it,United Kingdom,Four-Poster Suite,1 night ·,Couple,August 2022,21 August 2022,,
8.0,"good location, staff very welcoming, room has all you need.","The staff were very welcoming and they had decorated the room, as we were celebrating a birthday . Room had everything you needed . Location is excellent and in easy walking distance of exhibitions, theatres and shops.","Breakfast was to 10.30 and we ate at 10. Staff were clearing as soon as you put something down, which was not relaxing.Someone arrived at 10.25 and they were told they had 5 minutes to get their breakfast before the food was cleared.Cleaning staff came round twice on day we were checking out -an hour before checkout time. They made you feel rushed to leave and it was an expensive room.",United Kingdom,Junior Suite,1 night ·,Family,August 2022,18 August 2022,,
9.0,Really lovely hotel and staff,"The hotel is in a great central location. The staff were lovely, kind and helpful. The room we were given had amazing views over the london skyline all the way out to Canary Wharf. When I mentioned that the trip was to celebrate my mum's birthday they went out of thier way to make the trip feel special.","Its a shame there was no bar or restaurant in the hotel (breakfast is served in a little sort of add on cafe next door that can be reached through reception), but there are obviously loads of places to get food and drink in the area.",United Kingdom,Premier Twin Room,1 night ·,Family,August 2022,18 August 2022,,
9.0,Excellent,Overall superb hotel and service only an additional lunch or dinner at the hotel would also have made things a little better,,India,Premier Single Room,1 night ·,Solo traveller,August 2022,18 August 2022,,
9.0,Fantastic central location in good hotel,Fantastic location just off Piccadilly Circus. Really helpful staff. Our room was ready earlier than the booked time. Room was clean and comfortable.,"The breakfast room is small and we had to wait a few minutes to be seated on our first day, we attended a little earlier the next morning to be seated more promptly.",United Kingdom,Premier Double Room,2 nights ·,Family,August 2022,17 August 2022,,
8.0,best location in the city.,best location.close to everything,the shower at our room is not work well.,Switzerland,Club Double Room,3 nights ·,Couple,August 2022,15 August 2022,,
9.0,I would recommend this hotel highly for 1st time visitors due to its excellent location.,"excellent location, friendly staff, great breakfast, efficient professional taxi service to airport arranged through hotel",air conditioning wasn’t working properly during much of our 3-day stay … heat wave in London,United States,Junior Suite,3 nights ·,Family,August 2022,15 August 2022,,
8.0,Very good,it’s location,"The bar was closed the whole time we were there, could nt sit and have a drink in the hotel bar after our show",United Kingdom,Premier Double Room,1 night ·,Group,August 2022,14 August 2022,,
7.0,Good,location was fantastic. staff were very friendly. let us check in early,"we were meant to have a double bed, but it was two single mattresses on a base that kept sliding apart and creating a massive gap. very uncomfortable.",United Kingdom,Economy Double Room,1 night ·,Couple,August 2022,14 August 2022,,
8.0,Very good,Clean room with everything we needed for our stay Inc free bottled water and fruit. comfy beds and aircon we could control ourselves. Breakfast room was a bit busy but staff were very nice as was breakfast. Nice to have gluten free options too.,,United Kingdom,Premier Twin Room,1 night ·,Family,August 2022,14 August 2022,1,
7.0,Good,,Air conditioning not workin properly in the room.  Couldn’t get it lower than 19 degrees.  Reported it at reception but nothing was done.  Weather very hot so really needed room to be cooler.,United Kingdom,Premier Twin Room,3 nights ·,Family,August 2022,14 August 2022,,
8.0,very pleasant staff and location was excellent.,location,size of the room,Ireland,Premier Double Room,2 nights ·,Couple,July 2022,13 August 2022,,
8.0,"Lovely location, lovely room","Very clean comfortable room, lovely bed and receptionist was just lovely, nothing was to much trouble, an asset to your company",Shower did not drain quickly but overall a nice ensuite,Australia,Premier Double Room,1 night ·,Couple,August 2022,11 August 2022,1,
8.0,Very good,Beautiful room. Lovely view.,,United Kingdom,Premier Twin Room,1 night ·,Family,August 2022,11 August 2022,,
8.0,"Pleasant hotel could do with a spruce up, fab location","Great location, excellent staff - can’t fault the service from them","Had an issue on arrival with AC and was given a fan that blew dust everywhere so requested a swap which was dealt with swiftly. Rooms are small, bathrooms are very cramped but enjoyed the shower. Carpet could do with replacing as it had a large worn patch, and the curtains were a bit scraggly. Also found out that the church nearby has a bell which meant sleep was scarce but can’t blame the hotel but would expect more soundproof for a 4 star or at least be advised of this before arriving. I’d stay again though, as a treat as it is expensive.",United Kingdom,Premier Double Room,2 nights ·,Solo traveller,August 2022,10 August 2022,,
9.0,WONDERFUL,lovely big room with everything you need comfortable beds &amp; lovely y staff,,United Kingdom,Premier Twin Room,1 night ·,Group,August 2022,8 August 2022,,
9.0,Great hotel exactly where you want to be !,"Clean, fresh, air conditioned rooms, nice minibar, great towels.",,Switzerland,Economy Double Room,3 nights ·,Family,August 2022,8 August 2022,,
9.0,Excellent location with very attentive staff,Excellent location. The staff were so welcoming and accommodating of our requests. Had a great time.,,United Kingdom,Premier Double Room,1 night ·,Family,August 2022,7 August 2022,,
9.0,We booked this hotel to meet up with family and friends for my husbands birthday.,"We had a very nice room overlooking the front, the air conditioning worked very well. As it was my husbands birthday, the hotel had left us a small cake, a card and a bottle of wine, thank you.The breakfast was excellent, great choice of food and very good service. This hotel is so close to where we needed to go, we did not need taxis, we were able to walk everywhere. We had a really great time.",Nothing,United Kingdom,Premier Double Room,4 nights ·,Couple,August 2022,7 August 2022,,
8.0,great location for activities we had booked,location and staff,bad and breakfast area a bit small,United Kingdom,Premier Double Room,2 nights ·,Couple,August 2022,7 August 2022,,
8.0,Very good,"Location, Location, Location. Right in the center of the city.","We had taken 2 rooms, one room size was good, other was small.",India,Premier Double Room,2 nights ·,Group,July 2022,4 August 2022,,
9.0,Superb,"great location at Chinatown and between Soho/Covent Garden. great a/c for summer, and very quiet despite it being a loud area on Fri/Sat",no space in the double premium room bathroom to put things in the shower — our room clearly had a shelf that had been removed/broken off.,United States,Premier Double Room,2 nights ·,Family,July 2022,3 August 2022,,
7.0,Good,location,no English breakfast teabags &amp; phone not working so couldn’t ring reception to ask for them,United Kingdom,Premier Double Room,1 night ·,Couple,August 2022,2 August 2022,,
8.0,"The location, staff and breakfast were great. Price was a little high for what you got.",Location was awesome. Right near everything.,Small and no food service after breakfast.,United States,Premier Twin Room,6 nights ·,Family,August 2022,2 August 2022,,
9.0,perfect location,"great location, comfortable beds","AC didn’t work in our floor, they change us to another room until next day, but offer us a fan and a refund for that night.",United States,Junior Suite,3 nights ·,Family,August 2022,1 August 2022,,
8.0,Very good,Location was excellent for my agenda and visit.  The staff made my birthday experience pleasant and memorable.,,Portugal,Premier Single Room,3 nights ·,Solo traveller,July 2022,1 August 2022,,
7.0,enjoyable stay in a great location for time in London. Room needs freshing up.,location,"room was tired, marks on the curtains and piece of carpet had been removed and refitted badly.",United Kingdom,Premier Double Room,2 nights ·,Couple,July 2022,1 August 2022,,
9.0,Superb,"Excellent staff, clean rooms, great location","For the price paid, I would've expected fresh towels each day, and top ups for tea bags. We had one earl gray tea bag amongst fruit teas, no English breakfast tea. Asked for some, didnt receive them. On arrival at our room the lights weren't working, maintenance arrived and got the main key card switch working by tapping on it! Didn't feel safe to me. Shower mat hidden away under the sink, no loo brush.",United Kingdom,Premier Twin Room,2 nights ·,Group,July 2022,31 July 2022,,
7.0,"Good location, comfortable room",The bedrooms were very clean and comfortable,The breakfast was poor and bathroom needed some maintenance,United Kingdom,Premier Double Room,1 night ·,Couple,July 2022,30 July 2022,,
8.0,Very good,Location central close to theatre eating and shopping. Staff friendly and helpful. Nice shower  good breakfast  choice. Surorise birthday treat bubbly with cake in room.,No lounge to relax. Had requested accesable room but shower had step and no hand rail so mother struggled. Not really adequate for limited mobility and unsuitable for eheel chair.,United Kingdom,Premier Twin Room,1 night ·,Couple,July 2022,30 July 2022,,
9.0,"Loved it there,  ideally situated  for theatreland  and good restaurants , and china  town  .",Initially our 2 nd room was on the small side and se we asked to be changed . This was facilitated with minimum fuss. The staff from the Chamber maids to the front of House staff and concierge to Emily cooking the breakfast were all brilliant .Breakfast needs tomatoes   and a better class and  choice of brown breads,As above but this is definitely not a moan just a constructive criticism,United Kingdom,Premier Twin Room,3 nights ·,Family,July 2022,25 July 2022,,
8.0,Very good,The location is perfect for the theatres.,The room was fairly cold and I couldn't adjust the a/c. Didn't really matter as we were out all day every day.,United Kingdom,Premier Double Room,2 nights ·,Couple,July 2022,25 July 2022,,
8.0,Very good,The staff were very friendly and extremely efficient. The location was great.,Room size is extremely small with very little space for luggage and for one to move around the room comfortably.,South Africa,Premier Double Room,2 nights ·,Couple,July 2022,25 July 2022,,
8.0,Location and staff are what makes this hotel.,"Location was great and the room was nice. We had a corner room (doesn’t effect the view) so it meant the TV was in a bit of a weird position to the bed, quite offset. Breakfast offered was quite nice with plenty of options and the staff were all very nice too.",Towels and bedding weren’t the best. Found myself waking up through the night tangled with the sheets as they were so big and loose. One of the hand towels was stained and all were fairly rough.,United Kingdom,Premier Double Room,2 nights ·,Couple,July 2022,24 July 2022,,
7.0,Good,Superb location,Wrongly charged for mini bar,United Kingdom,Premier Double Room,2 nights ·,Family,July 2022,24 July 2022,,
8.0,"Fab place, clean, great breakfast, lovely staff","Close to everything we were visiting, excellent breakfast, really helpful staff. The beds were really comfortable.",Could have done with more milk &amp; sugar in the room but this is a pretty common complaint in the various places I’ve stayed.,United Kingdom,Premier Twin Room,2 nights ·,Family,July 2022,23 July 2022,1,
9.0,I will book again,"1. Location is great, in the middle of tourists interests including shopping, restaurants, museums, etc2. Staff are nice and supportive. Thanks to them they allow me to check in early morning.3. Housekeeping service is great.",Room is relatively small and only one elevator in the hotel.,Saudi Arabia,Premier Single Room,6 nights ·,Solo traveller,July 2022,22 July 2022,,
8.0,the aircon helped with the heatwave,that it was so central,that the spa was not in operation- you did not tell us about that ons the web. we chose that hotel because they had a spa.,South Africa,Economy Double Room,2 nights ·,Couple,July 2022,21 July 2022,,
7.0,Great comfortable stay,"fantastic location we came to see a west end show and it was only a 5 minute walk away, friendly staff, nice size bedroom, really hot shower,","very loud outside of a night, but it was a Friday and loud people coming into their rooms",United Kingdom,Premier Twin Room,1 night ·,Couple,July 2022,21 July 2022,,
9.0,Loved the bed. Great location for several theatres.,Can't beat the location for shows in the West End. Bed was Really comfy!,,United States,Premier Single Room,1 night ·,Solo traveller,July 2022,21 July 2022,,
8.0,Very good,The room and bathroom were great.We were upgraded to a four poster bed which we loved.Location was perfect.Breakfast was good.,Too much noise from other rooms.Air con couldn’t be adjusted.No normal breakfast tea in the room.Only one normal coffee Nespresso pod.,United Kingdom,Premier Double Room,1 night ·,Couple,July 2022,20 July 2022,,
7.0,Overall a good stay.,"The location was excellent. Very central and within walking distance to many West End shows, China Town, National Gallery etc. Hotel staff very generous with supplying bottled water during an exceptionally hot week in London. Rooms also had good air conditioning.","Very noisy rooms (we had three booked) - although perhaps this is just the 'price to pay' for being so centrally located. The gym was closed but not advertised as such at the time of booking - that said, staff did let us sneak in!",Switzerland,Premier Twin Room,5 nights ·,Family,July 2022,20 July 2022,,
9.0,Superb,the room was very good and the Breakfast was excellent.,"the replacement of tea ,milk and biscuits could have been better.",United Kingdom,Premier Double Room,3 nights ·,Couple,July 2022,18 July 2022,,
9.0,Very good,The location was perfect for the places I wanted to visut,,United Kingdom,Premier Twin Room,3 nights ·,Family,July 2022,18 July 2022,,
8.0,"overall a good stay, would go here again.",good location.,"room was a little bit cramped, but it is London.",United Kingdom,Premier Double Room,1 night ·,Couple,July 2022,18 July 2022,,
9.0,Superb,The complementary in room snacks were great!  We had a corner room with excellent views of China Town and really close to Piccadilly Circus!  Breakfast was also the best we had on our trip,The street was very noisy late into the night.,United States,Premier Double Room,1 night ·,Group,July 2022,18 July 2022,,
8.0,Very good,location and staff,price and room space,Qatar,Junior Suite,1 night ·,Family,July 2022,17 July 2022,,
8.0,"Overall, a good experience. Thank you.",Location is excellent.,Staff could be friendlier. :),United Kingdom,Premier Twin Room,1 night ·,Group,July 2022,16 July 2022,,
8.0,Wonderful staff and excellent location,The staff were excellent. Mina and Doina on reception were friendly and professional. The breakfast service staff were amazing and coped with very busy times efficiently. Always watching to see who might want another coffee etc. Buffet breakfast was generous and tasty with chef available for special requests. Excellent location. Easy flat walk to Leicester square and Piccadilly. Comfortable beds. Quiet on first floor considering busy road.,"Nothing to complain about. Housekeeping addressed the no towels and no soap quickly. Maintenance attended to shower malfunction in 110 quickly but probably needs another look, still had some temp and pressure problems.",Australia,Premier Twin Room,3 nights ·,Family,July 2022,15 July 2022,,
