186,upgrade,lovely surprise
187,couple,very happy
188,Food and drinks,great
189,Hotel,lovely
190,of the gym equipment,needs updating
191,Staff,would always try to accommodate any requests
192,staff,Great
193,setting,immaculate
194,Hotel,outstanding
195,staff,superb
196,food,wonderful
197,hotel,Lovely
198,array of food,available for breakfast
199,breakfast restaurant team,brilliant
200,place,extremely lovely
201,hotel,Beautiful
202,We,"constantly was ringing for glasses, mugs ect"
203,they,helped our MUA with all her kit
204,they,more than happy to help
205,staff,so helpful
206,engineer man,very helpful though
207,room,amazing
208,main entrance,with the palm tress
209,breakfast,all excellent
210,wifi in the business centre,so unstable
211,I,also recommend having an afternoon tea with the cream burlee sweet and listening to the lobby
212,it,implements high standards of customer experience concepts
213,it,the best in London
214,every,amazing.
215,settingThe bedroom,exceptionally comfortable
216,staff,friendly
217,room,Beautiful
218,food,amazing
219,suite,Beautiful
220,staff,exceptional
221,hotel,Beautiful
222,Housekeeping,asking what time we were leaving
223,Housekeeping,coming to our room at 8 in the morning
224,lunch,had finished
225,I,had to go up on mezzanine for sandwiches
226,Staff,amazing
227,Everything,great
228,hotel,amazing
229,service,excellent
230,location,great
231,staff,helpful
232,staff,super friendly
233,place,Best
234,I,have ever stayed
235,our stay,absolutely fantastic
236,our stay,little detailed attention
237,Winter garden,a lovely place to eat
238,Restaurant,felt a little over priced for what it was
239,Breakfast,great
240,Restaurant,had nice food
241,Room,large
242,Location,lovely
243,staff,much better if in the hotel rate as it was EXPENSIVE of not included
244,staff,outstanding
245,Room,well appointed
246,winter garden area,beautiful central
247,staff,friendliness
248,Everything,excellent
249,staff,friendly
250,Everything,just great
251,staff,so professional
252,Landmark management,well done
253,Hotel,excellent
254,we,made it happen.
255,staff,very friendly
256,Landmark,absolutely fantastic
257,staff,friendly
258,staff,impeccable
259,staff,made our stay extra special
260,staff,super helpful in every way
261,we,always greeted us with genuine smiles
262,tting,just lovely
263,we,little
264,card &amp; little treat for the special occasion,lovely
265,special occasion stay,met nearly all our expectations
266,my double room,overlooking Marylebone Station
267,family room,perfect for an elderly couple during a five-night stay
268,Ainar,truly made us feel at home
269,hotel,an oasis of tranquility
270,family room,didn't have towel racks in the bathroom
271,bathroom,inconvenient when bathing/showering
272,bathroom,large
273,we,left satisfied at this special treat
274,None of these points,show-stoppers
275,hotel,tasty
276,we,usually offer nespresso machines
277,breakfast buffet,only served on the weekends
278,front desk,short-staffed
279,service,always exceptional
280,spa faculties,could do with an updating
281,staff,extremely helpful
282,steam room,proper
283,We,5-star
284,Landmark hotel,absolutely first class in every possible way
285,It,equals the Langham
286,ing,faultlessly executed
287,oasis,luxury
288,It,perfectly satisfied every aspect of our expectations
289,It,visibly evident
290,location,great
291,breakfast,lovely
292,spa,nice
293,espresso maker on the room,no
294,place,Lovely
295,doormen,charming
296,restaurant Staff,Great
297,hotel,Very nice
298,hall,beautiful
299,cocktail bar,great
300,restaurant Staff,not at all in line with the level of the restaurant prices and the hotel 5 stars level
301,One of the best sections of the hotel,not available for drinks (or others) after 5pm
302,restaurant Staff,very helpful to guide the family throughout their stay
303,rooms,very large
304,One of the best sections of the hotel,within the Winter Garden
305,beds,a little firm
306,staff,attentive
307,beds,beautiful
308,atrium,lovely
309,main hall,amazing
310,I,appreciated all the details
311,My friend,had wedding first look in the hotel.
312,palm trees,tall
313,Federica at the reception,a great hostess
314,I,couldn't stay longer
315,hotel,just special
316,Hotel,best
317,staff,make you feel welcome
318,staff,really friendly
319,rooms,Clean
320,breakfast,Excellent
321,staff,Friendly
322,location,Great
323,rooms,spacious
324,location,too long
325,property,very nice
326,staff,amazing
327,staff,beautiful
328,dinner,delicious
329,staff,incredible
330,piano player,lovely
331,ambiance,so comfortable
332,staff,special
333,decor,Wonderful
334,customer service,excellent
335,staff,friendly
336,staff,maintained to very high standard
337,place,Marvelous
338,pool times for kids,too short
339,cocktails,a nice way to finish
340,They,added extra treats with cakes sent to the room and to our table
341,They,all knew straight away it was her birtbday
342,people,amazing
343,people,so attentive
344,They,so clean and tidy
345,food,superb
346,people,"working in the spa, bar staff and more"
347,locations,great
348,locations,lot of coffee shops and restaurants around the place
349,locations,near to tube and train station
350,suite,clean
351,suite,extremely comfortable
352,we,great
353,we,loved it all
354,property,very large
355,suite,well appointed
356,hospitality,amazing
357,staff,wonderful
358,I,a delight to stay here
359,breakfast,amazing
360,I,doesn’t notify guests who book  through Booking.com
361,staff,extremely helpful
362,it,fine
363,staff,must work very hard to maintain the standard of the place
364,I,wasn’t told there’s be and additional £100 deposit
365,staff,superb.
366,staff,accommodating
367,staff,friendly
368,staff,kind
369,Hotel,Landmark
370,everything,fab
371,architecture,magnificent
372,architecture,outstanding
373,Winter Bar,beautiful
374,customer service,consistent
375,minibar,empty
376,Facilities,impressive
377,Facilities,just fantastic
378,pianist playing on Monday evening,sublime
379,mattress,too hard
380,service,excellent
381,overall ambience,fantastic
382,spa treatments,top notch
383,service,a little small
384,architecture,exquisite
385,service,fabulous
386,it,just perfect
387,staff,accommodating
388,We,definitely be back
389,We,excellent
390,staff,so friendly
391,staff,friendly
392,location,good
393,staff,professional
394,food,wasn’t too great
395,spa area,Great
396,rooms,very modern.
397,We,amazing
398,We,arrived for our wedding weekend
399,place,beautiful
400,hotel,hosts so many weddings
401,We,made us feel very special
402,dinner and breakfast,superb
403,We,treated us exceptionally
404,service,quality
405,service,clean
406,service,exquisite
407,service,genuine
408,restaurant,great
409,room,quite expensive
410,room,spacious
411,toothpaste,No
412,Breakfasts,excellent
413,One of the beds,is supposed to be used by parents
414,I,liked everything
415,size of beds in family rooms,really of good size
416,I,really of good size.
417,One of the beds,shall definitely be wider than 131-150cm
418,bed,a little bit hard
419,we,amazing
420,rooms,comfortable
421,we,don’t mind that
422,rooms,neo classical
423,we,stunning
424,hotel service charge,discretionary
425,location,excellent
426,staff,fantastic
427,service,great
428,hotel service charge,weird
429,hotel,exceptional
430,side,expensive
431,staff,friendly
432,staff,great
433,staff,immaculately clean
434,staff,perfect
435,food,wonderful
436,tent,all set up
437,room size,big
438,level,clean
439,Swimming pool,excellent
440,checkin staff,immediately said no because I didn't pay for family package
441,stay,lovely
442,checkin process,quite unpleasant
443,com message,did go through
444,hotel,tried their best to accommodate
445,Breakfast,Good
446,setup,Nice
447,Breakfast,exceptional.
448,Breakfast,pleasant
449,hotel,a like dated
450,Nespresso machine in family room,no
451,property,beautiful
452,dinner,exceptional
453,staff,very helpful
454,staff,Amazing
455,location,Terrific
456,I,liked everything
457,scenery,amazing
458,staff,friendly
459,room,lovely
460,breakfast,Fantastic
461,quality,attention to detail
462,hotel,beautiful
463,staff,great
464,staff,made us feel very welcome
465,breakfast,not to a level I would have expected
466,breakfast,good
467,stay,Exceptional
468,breakfast,Great
469,staff,amazing
470,winter garden,beautiful
471,hotel,Extraordinary
472,guest,pleasure
473,staff,amazing
474,bedrooms,beautiful
475,bedrooms,comfortable
476,staff,couldn’t have been nicer
477,food,excellent
478,entrance,grand
479,bedrooms,quality
480,beds,a little hard
481,hotel,nicest
482,beds,nothing extreme
483,food and presentation,Choice
484,Staff,brilliant
485,You,could allow more time in the pool for the children
486,scenery,even better
487,You,give us more options on timings with little ones
488,You,so lovely
489,You,very attentive and friendly
490,You,very professional
491,breakfast,wonderful
492,location,perfect for everything
493,ambiance,stunning
494,staff,great
495,vegan options in restaurant,No
496,stay,Amazing
497,Breakfast,has every choice possible.
498,Staff,so attentive
499,food,lovely
500,staff,very welcoming
501,Staff,attentive
502,Staff,so happy
503,stay,wonderful
504,everything.,amazing
505,They,provided an upgrade and a small birthday cake to make the stay extra special
506,We,really appreciated it
507,They,treated him and my mum wonderfully
508,beds,Awful
509,hotel,Beautiful
510,rooms,Big
511,location,Excellent
512,breakfast,Good
513,staff,Nice
514,beds,Very hard
515,location,close to tube
516,my husband and I,could barely fit in the bed
517,variety,could have been nice
518,I,couldn't get even 1 night of decent sleep
519,staff,helpful
520,breakfast,identical everyday.
521,beds,narrow
522,staff,Very pleasant
523,plates,have snacks or sweets
524,touch,lovely
525,bathtub,not working
526,plates,welcoming
527,mattress,Beautiful
528,voice of TV channels,Limited
529,mattress,could be a little bit more comfy
530,rooms,large
531,rooms,very quiet
532,breakfast,delicious
533,staff,friendly
534,staff,helpful
535,beds,small
536,beds,uncomfortable
537,location,very good
538,place,wonderful
539,staff,Extremely attentive
540,hotel,breathtakingly beautiful
541,Spa,so special
542,Spa,very nice
543,staff,amazing
544,I,beautiful
545,I,can't say enough good about it
546,I,can't think of anything
547,Food,great
548,place,magnificent
549,STAFF AT BREAKFAST,EXCEPTIONAL
550,POSITION,HAD TO WAIT ALMOST 3/4 OF AN HOUR FOR OUR COOKED BREAKFAST
551,bed,beautiful
552,bed,wasn’t comfortable quite hard
553,My cooked breakfast,a bit slow in arriving
554,service,generally first class.
555,I,probably only noticed it
556,service,so very good
557,food,very good
558,hotel,outstanding
559,plug/usb sockets by the bed,would be nice
560,stay,Amazing
561,Breakfast,fantastic
562,Everything,great
563,concierge,incredible
564,experience,Faultless
565,rooms,brilliant
566,property,landmark
567,rooms,perfect
568,bathrooms,spacious
569,we,Went to Savoy Beaufort bar
570,hotel,close to Marylebone tube station
571,room,excellently appointed
572,hotel,often not being able to get seats for drinks
573,hotel,quality
574,room,spacious
575,staff,brilliant from start to finish
576,Breakfast,great
577,water from the bath tap,hits the plug
578,en-suite,looked a bit dated
579,staff,made us feel welcome the whole time
580,plug,made us feel welcome the whole time.
581,staff,need addressing
582,bath,took a long time to fill up
583,room,very big
584,it,beautiful
585,hotel,excellent
586,room,lovely
587,staff,very friendly
588,everything,excellent
589,location,excellent
590,pool,lovely
591,location,very relaxing
592,building,beautiful
593,most of the TV channels,not working or disconnected like Aljazeera
594,I,love everything about this hotel
595,winter garden,absolutely beautiful
596,atmosphere,amazing
597,hotel service,best
598,Landmark London,blending classic with contemporary style
599,Concierge service,excellent
600,Landmark London,free
601,Tea service,high quality
602,London experience,luxury
603,atrium,"with towering palm trees, Winter Garden restaurant, spa and indoor 50 ft chlorine-free"
604,room,Lovely
605,gym,Nice
606,breakfast,Plentiful
607,room,super clean.
608,staff,very attentive
609,room,with everything which we needed
610,interior,beautiful
611,TV reception,poor
612,rooms,roomy
613,rooms,very comfortable
614,rooms,large
615,breakfast,nice
616,bed,not comfortable in the family room
617,Atrium view,requested
618,view from room,would have been better from floor 2
619,location,amazing
620,hotel employees,friendly
621,hotel employees,lovely
622,charge,additional
623,staff,always happy to help whenever I needed anything
624,rooms,didn't feel overly sound proof
625,staff,lovely
626,room,nice
627,building,old
628,bathroom,really big
629,room,spacious
630,decoration,Clean
631,description,not accurate
632,environment,Beautiful
633,staff,helpful
634,hotel,'fancy
635,room,big
636,wood panelling in the bathroom,dusty
637,I,expecting a turn down service
638,I,fantastic
639,breakfast,great
640,my husband’s omelette arrive he,had no cutlery
641,my husband’s omelette arrive he,had to ask for it
642,room,lovely
643,bathroom,not 100% clean
644,drainage,not very good in the shower
645,room,spacious
646,pool,very cold
647,Breakfast,delicious
648,My two little ones,delighted to be served orange juice and hot chocolates for breakfast
649,hotel,perfect
650,our confirmation image,also had a play tent
651,we,could have been easily accommodated but wasn’t
652,we,did not have one in the room
653,we,extremely helpful
654,we,had read reviews that a play tent was in the family room
655,we,lovely spacious
656,we,very clean
657,Front staff,very welcoming
658,staff,exceptional
659,hotel,fantastic
660,place,Great
661,place,wonderful
662,hotel,Amazing
663,location,great
664,staff,lovely
665,service,top notch
666,ambience,Fantastic
667,Breakfast,exceptional
668,meal,great selection
669,service,slightly slow
670,hotel,gorgeous
671,parking facility,no
672,we,couldn’t stay longer
673,Everything about this hotel,fabulous
674,nothing,beautiful
675,decor,atmosphere
676,hotel,gorgeous
677,children,"loved the extra touches of a circus tent, teddies and cookies in the room"
678,room,lovely big
679,staff,so helpful
680,beds,where smaller then what we are use too
681,Decor,a bit out of date and grubby
682,size of the beds,comfy
683,room,could have done with a night stand on both sides of the bed
684,Staff,could have done with a night stand on both sides of the bed.
685,Staff,made us feel welcome
686,Breakfast,maybe over priced
687,room,of a good size for a family room.
688,size of the beds,rather small
689,Staff,very friendly
690,Breakfast,very good
691,door men,very nice
692,hotel,Great
693,my 14 yr old,had pancakes for breakfast
694,price for breakfast,insane.
695,Room,Lovely
696,atrium,allows for dining at any time of the year
697,staff,attentive
698,Breakfast,excellent
699,Rooms,quiet
700,location,Easy access to anywhere you'd wish to go in London
701,service at breakfast,Excellent
702,rooms,Good size
703,beds,comfy
704,Cleaning,could be better
705,service at breakfast,could improve
706,location,great
707,location,old
708,hotel,really beautiful
709,service,slow
710,we,haven't received anything
711,they,offered to email some drink vouchers as compensation
712,hotel,excellent
713,Drinks,expensive
714,room,lovely
715,beds,very comfortable
716,room,Fantastic
717,Customer service,excellent
718,room,so elegant
719,we,checking out
720,Breakfast,excellent
721,we,had to use the Spa showers
722,bathroom shower water,ice cold.
723,service,amazing
724,hotel,clean
725,staff,did everything to make us feel comfortable
726,we,had our wedding photos taken in the hotel
727,staff,lovely
728,One waiter,so pleasant
729,One waiter,stood out to us ‘Helim’ at our dinner at the winter garden
730,interior,very gorgeous
731,staff,Great
732,room,beautiful
733,breakfast,excellent
734,staff,impossible to adjust the room temperature to idea temperature
735,Aircon system,require upgrading at least the control units in the rooms
736,Everything,lovely
737,family pool times,need to made more obvious
738,nothing,too much to ask
739,building,lovely
740,air conditioning,a little tired
741,winter gardenquality,central
742,air conditioning,need a refresh in places
743,pool,noisy
744,room,Great
745,breakfast,amazing
746,room,very comfortable
747,Room,above expected.
748,Location,exceptional
749,Room,great
750,Breakfast,awsome
751,staff,friendly
752,it,how big
753,hotel,beautiful
754,staff,excellent
755,place,busy
756,place,lovely
757,hotel,Beautiful
758,room,Lovely
759,staff,great
760,I,left for us
761,sofa,big
762,We,came for a birthday
763,sofa,comfy
764,cake,cute
765,hotel,beautiful
766,hotel,feels very luxurious
767,price,very reasonable for the quality and comfort level
768,restaurant,beautiful
769,rooms,extremely comfortable
770,building,stunning
771,winter garden restaurant,a great setting
772,spa,allowed refreshments or snacks in the lounge area
773,Everything about this hotel,fantastic
774,breakfast,one of the best we’ve had
775,Breakfast,excellent
776,Staff,extremely courteous
777,Breakfast,professional
778,service,incredible
779,winter garden,very special
780,my course,also great for the family
781,my course,very convenient
782,features,exceptional
783,design,interior
784,service,Excellent
785,spa facilities,Amazing
786,staff,accommodating
787,staff,exceptionally helpful
788,location,great
789,building,impressive
790,food,very tasty
791,treatment,elegant
792,miss ( FEDERIOA ),hope the name right in reception
793,i,told my friends
794,they,will make reservations for her
795,everything,wonderful
796,I,advised to do when we arrive
797,I,advised we can book Spa treatment on arrival
798,I,did e-mail prior to arrival
799,I,disappointed with this
800,Afternoon tea,great
801,hotel,stunning
802,room,very nice
803,I,went to do this
804,I,were fully booked
805,service,beautiful
806,standards,luxury
807,everything,amazing
808,hotel,immaculate
809,location,Great
810,surroundings,lovely
811,staff,very helpful
812,hotel,Beautiful
813,it,a real treat for us for Christmas
814,location,great
815,I,had to wait a number of days for the difference to be paid
816,I,have ever paid for one night in a hotel
817,price,more than the price I had booked.
818,I,then asked on departure if I wanted to reward the staff
819,hotel,amazing
820,Room,stunning
821,Room,very clean
822,Room,very spacious
823,bathroom,could have been a bit nicer
824,hotel,great
825,bed,amazing
826,staff,extremely accommodating
827,Executive Double Room,great value for money
828,Executive Double Room,huge
829,Staff,fantastic
830,Rita and Andre,really helpful in Winter Garden.
831,breakfast,Very nice
832,room,bigger than other five star hotels
833,location,very easy to go shopping
834,winter garden,Beautiful
835,room service staff,a little bit rude
836,spa treatments,restaurantAmazing
837,mandarins,no
838,room,quiet
839,reservation,took in account my request
840,hotel,best
841,inside out,Stunning
842,staff,extremely friendly
843,I,seriously liked everything about this property
844,room size,ultra picky
845,kept,beautifully
846,location,great
847,we,enjoyed our stay immensely
848,we,friendly
849,service,great
850,hotel,immaculate
851,wait to be seated for breakfast,slight
852,staff,very attentive
853,food,could cater for people with varying budgets
854,staff,efficient
855,facilities,excellent
856,staff,friendly
857,food,pricey
858,I,recommend to friends and family
859,staff,very welcoming
860,I,will pay another visit
861,inside,absolutely stunning
862,hotel,loverly clean
863,staff,all amazing
864,I,can’t actually think of anything
865,coffee,delicious
866,facilities,beautiful
867,standard room,huge
868,staff,great
869,staff,lovely
870,winter garden,beautiful
871,spa,dated
872,spa,dirty
873,spa,needs a lot of improvement
874,London hotel,beautiful
875,service,great
876,negative feedback,no
877,everything the hotel,beautiful
878,staff,really nice
879,hotel,beautiful
880,He,looked like Santa
881,He,without the beard
882,location,Great
883,breakfast,exceptional
884,facilities,fabulous
885,housekeeping,hadn’t replenished before our stay
886,housekeeping,quick to send some to the room upon request albeit without apology
887,service,great
888,rooms,large
889,venue,stunning
890,everything,all wonderful
891,building,Beautiful
892,staff,all really friendly and efficient
893,family room,biggest
894,pool,decent sized
895,view,lovely
896,hotel,beautiful
897,it,didn't overlook the atrium
898,I,have thought to request an atrium viewing room
899,it,huge
900,eaves,made some creepy noises from the roof at night
901,I,massive
902,it,quite magical
903,pool / jacuzzi/ sauna,really nice and clean
904,it,spacious
905,my room,very expensive
906,overall ambiance,amazing
907,staff,friendly
908,Breakfast,excellent
909,Breakfast,great choice available
910,Everything,Going home
911,staff,So much choice.
912,staff,Very curtious
913,Breakfast,exceptional.
914,breakfast,Varied
915,staff,classy
916,breakfast,delicious
917,staff,friendly
918,everything,great
919,staff,spacious
920,staff,spotless
921,location,great
922,location,well maintained
923,staff,amazing
924,lovelyWe,perfect
925,Rupert,a real gentleman
926,welcome,exceptional
927,standard of service,impressive
928,"milk,coffee and sugar",needs to be in greater supply in the rooms
929,staff,very courteous
930,hotel,beautiful
931,rooms,large
932,location,perfect
933,location,right next to underground/train station.
934,marble,beautiful
935,rooms,better value than most hotels
936,dining area,lovely
937,marble,marble clad
938,valet parking available,no
939,rooms,very luxurious
940,staff,very short about parking at the front whilst unloading
941,rooms,very spacious for London
942,hotel,Absolutely lovely
943,indoor area for breakfast,beautiful
944,Everything,great
945,executive room,huge
946,breakfast food range and setting,lovely
947,indoor area for breakfast,under a high glass ceiling
948,Staff,very friendly
949,room,very basic for the price
950,Staff,unfailingly helpful
951,rooms,cosy
952,welcome,warm
953,facilities,available
954,location,perfect
955,checking in and out,Ease
956,chairs,No
957,room size,executive
958,food,great
959,shower,great high pressure
960,light switches for room lights,no
961,food,ordering
962,hotel,beautiful
963,staff,extremely polite
964,breakfast,outstanding
965,staff,very accommodating
966,building,Beautiful
967,Pool area,a good size for a London hotel
968,atrium.,impressive
969,staff,so friendly and accommodating
970,Staff,exceptional
971,rooms,vey spacious
972,I,wanted the London experience
973,building,Beautiful
974,photos,doesn’t do it justice
975,breakfast,lovely
976,hotel,Amazing
977,staff,Fabulous
978,everything,brilliant
979,staff,friendly
980,Customer service,excellent
981,Food,lovely
982,service,High quality
983,Room,superb.
984,food,No
985,Pool temperature,cool
986,train station,just across the rd .
987,location,lovely
988,location,perfect
989,location,really good
990,staff,very   friendly
991,Location,luxury.
992,hotel,Absolute fantastic
993,question,silly
994,architecture,amazing
995,room service hot chocolates,delivered lukewarm
996,It,delivered lukewarm and not hot
997,It,deserves its 5 star rating
998,staff,go above and beyond
999,room service hot chocolates,not hot
1000,staff,oozes style and class
1001,hotel,ozes style and class
1002,hotel,spotless
1003,It,unique
1004,tv,really far away
1005,welcome,warm
1006,we,100% recommend
1007,staff,always walked with a smile
1008,staff,amazing
1009,we,beautiful
1010,food,delicious
1011,we,helpful
1012,we,most definitely be visiting again
1013,staff,very polite
1014,halal food,with many delightful choices
1015,staff,beautiful
1016,staff,excellent
1017,building,stylish
1018,cupcake,cute
1019,surprise,lovely
1020,someone,came to fix it
1021,I,don’t want someone in my room
1022,sky TV,needed updated
1023,hot water for the shower,not enough
1024,staff and breakfast,on offer.
1025,hotel,Lovely
1026,atrium,beautiful
1027,hotel,has character
1028,toilet flush,didn’t work
1029,location,great
1030,staff,very friendly
1031,I,had stains on the carpet
1032,I,loved the location and the look of the hotel
1033,I,so gorgeous
1034,I,wasn’t very nice to see
1035,we,Stunning
1036,we,slept really well
1037,bed,very comfortable
1038,we,very friendly
1039,bed,"very friendly, helpful and attentive"
1040,location,"close to many train lines, including one literally outside the back door"
1041,room,comfortable
1042,hotel,exquisite
1043,room,large
1044,location,perfect
1045,rooms,comfortable
1046,my daughter,loved the kids morning in the pool
1047,rooms,spacious
1048,hotel,beautiful
1049,our room,luxurious
1050,air con in the bedroom,really poor
1051,our room,spacious
1052,atrium area,stunning
1053,rooms,Big
1054,Pillows,annoying
1055,cleaner,didn’t vacuum the room
1056,It,grand.
1057,Staff,happy
1058,bath tub,old
1059,Staff,responsive
1060,rooms,small
1061,Staff,willing to take the extra mile for you
1062,Everything,fantastic
1063,everything,fantastic
1064,staff,Fabulous
1065,Bathroom,a little small
1066,bath,amazing
1067,bedroom,lovely
1068,bed,very comfortable
1069,service,exceptional
1070,everything,perfect
1071,suite,pristine
1072,building,Beautiful
1073,rooms,great size
1074,5star service,true
1075,winter garden,beautiful
1076,property,beautiful
1077,facilities,stunning
1078,hotel,truly special
1079,room,excellent
1080,spa,lovely to use
1081,hotel,beautiful
1082,in room fridge,empty.
1083,bed,amazing
1084,I,slept like a baby
1085,Breakfast,delicious
1086,Rupert on the door,delightful
1087,we,had got cheaper deals than us
1088,location,ideal
1089,we,still very happy with our stay
1090,staff,very friendly
1091,we,have stayed in the Landmark
1092,mirror lounge,perfect
1093,we,will continue to do so on our future trips .
1094,staff,accommodating
1095,breakfast,delicious
1096,bars,lovely
1097,atmosphere,really lovely
1098,atmosphere,relaxing
1099,bed and pillows,expected better for 5* hotel
1100,bed and pillows,very uncomfortable
1101,Everything.,amazing
1102,staff,amazing
1103,weekend,brilliant
1104,We,can't fault it at all.
1105,We,definitely go back.
1106,long weekend treat,perfect
1107,location,top notch
1108,room &amp; service,excellent
1109,room,overlooking the Palm Court
1110,we,were given another room
1111,wifi,could have been stronger
1112,hotel,beautiful
1113,hotel,Beautiful
1114,location,excellent
1115,facilities,good
1116,location,next to Marylebone station on the Bakerloo line.
1117,quality,no better than I usually pay at lower cost hotels
1118,Breakfast,overpriced at £35 per head
1119,location,very comfortable
1120,Room,with plenty of space
1121,location,Great
1122,hotel,beautiful
1123,We,could just have been an issue with the phone etc.
1124,stay,great
1125,We,have issues with our room service
1126,We,would have been more convenient to heat up milk etc
1127,hotel room,already expensive
1128,we,can’t wait to come back ahain
1129,hotel,exquisite
1130,location,perfect
1131,we,superb
1132,dining areas,excellent
1133,family suite,large
1134,spa facilities,luxurious
1135,family suite,spacious
1136,family suite,unsuitable for a family with just two double beds in one room
1137,spa facilities,very well maintained
1138,rooms,classy
1139,Staff,great
1140,we,absolutely loved
1141,Someone,always answered the phone whenever we called
1142,Staff,always so lovely
1143,I,attentive
1144,I,didn’t sleep very well
1145,we,get next to no help or no one answers
1146,Breakfast,gorgeous
1147,Mirror bar,lovely
1148,I,not being able to get comfy
1149,I,really prompt
1150,we,reminded us of The Plaza in New York
1151,Everywhere,very clean
1152,we,weren’t very comfortable
1153,we,yummy
1154,staff,amazing
1155,food,beautiful
1156,we,cannot wait to return
1157,we,on point
1158,service,on point.
1159,facilities,spot on
1160,we,thoroughly enjoyed our weekend stay
1161,lobby.,Amazing
1162,Everything about this hotel,amazing
1163,we,cannot wait to return to this fabulous hotel
1164,breakfast,excellent
